13988825	8660836	0
80378	18548122	1
21354223	7421563	1
15826299	19728871	0
9938081	11517213	0
18220543	17366812	0
22328849	17334846	0
19130322	15710690	1
1111832	789472	1
7046481	18317332	0
190292	978946	1
19653581	9312243	1
369572	4761833	1
2285441	16987999	0
13041693	116038	0
14157859	3791822	1
23270032	21907871	0
17586131	14533184	1
18865693	1477578	1
5506807	10176882	0
2746011	5105540	0
3287282	13431536	0
16744397	18315736	0
18269744	10140251	0
14876163	3260787	1
14313659	10109343	0
13745376	10567003	0
22075089	20623710	1
19217522	10385493	1
7681426	11717079	1
8831301	8365268	1
308643	21172450	1
11322573	3224152	1
13569337	11394767	1
254039	16016623	1
4147990	1663419	1
16603670	12576210	0
19825038	9385633	0
810724	22207815	1
1643091	23277837	0
1214975	21172450	1
9070085	17832320	0
10445018	19295210	1
6988217	701471	1
4855600	12853333	0
1989226	11961013	0
15596950	14782656	0
249428	6166363	0
6751999	18761618	1
19193813	18568751	1
418257	21900384	1
10793825	2247987	0
3262458	8452564	0
17267601	20336463	1
21704695	9385030	0
18513921	430971	1
15982225	23285410	0
7398604	820905	1
19584493	4076629	1
1888878	7665877	0
11044947	16851953	1
19693561	22137813	0
601908	12678589	1
18293811	7303337	1
13863615	15593678	1
16298029	3931480	1
20691789	2467221	1
2232619	7577030	1
7066835	1966262	1
17217414	17984312	1
7396680	5856886	1
6908554	20669450	0
1966263	18600188	1
8330064	12524253	1
4376758	22249465	0
105319	16341721	1
7839811	4056440	1
4207693	5713525	0
12678588	952242	1
21395181	22135738	0
19338729	19898737	0
16845107	7321949	1
8661929	2446253	1
21293476	716032	0
1244216	3078767	1
22328848	4411141	1
17001260	8364547	0
11594590	4860089	0
1637147	547576	0
189777	21224683	0
5935063	19462026	0
13626014	23247146	0
1663419	22642186	1
17267680	11103449	1
11245902	11334494	0
7344728	15286502	1
13521323	346058	1
708766	557734	1
7346958	16005909	1
8023601	10896362	0
6214338	7468318	0
10058360	19321031	0
10846738	18731110	1
101811	7142336	0
12490148	1889366	0
2168607	19145296	0
11980724	22788900	0
4417164	15814599	0
8612648	11113074	1
4147990	8639730	0
20296791	12909291	0
11319480	21518266	0
3762872	13139266	1
12776677	19471650	1
5620476	21162921	1
5195056	16008963	1
21857917	2168608	0
2476569	21733505	1
7046481	12908232	0
17562349	19718986	0
840277	536222	1
21488869	4114808	1
4603066	20112083	0
16012363	20103762	1
12107388	16929855	0
9366909	19602724	0
19604083	941896	0
7667	17726029	0
19555516	17334847	0
15971793	13237415	0
11592707	10977091	1
23525479	800221	1
13873860	18634052	0
1312612	12096098	0
15461843	12883277	1
16946193	19053519	0
22900234	6146146	1
7861020	15519967	1
12428012	13221213	0
9261775	16762677	1
18298936	15402323	0
14397289	19875183	1
20310074	7008364	1
1115931	22525884	0
22075089	6258282	0
10893111	6959224	1
21302551	8612648	1
19344016	4830848	0
6050588	12296633	1
18293811	12044335	1
18611368	4477205	1
17981986	859105	0
7672521	20805582	1
19117993	8055629	0
8274572	20407275	1
8862015	17074899	0
12082135	18248689	1
21302551	11838691	1
18804133	5777002	0
6244936	13646834	0
4130551	19685311	1
23141718	1023289	0
2198030	19409751	1
2737487	17456566	1
4591683	23494305	1
380318	4471001	1
638963	17014842	1
17637279	8793266	0
3577507	3874060	1
15097860	8537682	0
14193058	19555516	0
4591683	22424633	1
8330065	6442346	1
7034031	5842117	1
4822222	489386	1
21064899	22395244	0
8068393	13336051	1
467550	12539808	1
22117571	2069219	1
17164077	18960732	0
2941028	1008332	1
4660318	1896089	1
1158840	9830269	1
8624822	16495170	0
12469140	242983	0
4193495	19549579	0
8931241	3024980	1
14132965	16619409	1
12021779	16351484	0
10349788	20188734	0
10135488	10303667	0
3330945	23400216	0
7366470	8212984	0
15597101	22608103	1
11333342	7781593	1
22328847	22095678	1
249612	1760353	0
9152056	7542014	0
9782243	3121748	0
5537138	15710690	1
8988204	11738613	0
11550398	3945916	0
10252057	18862611	0
553082	11622990	1
7823489	7169017	0
2965996	22434268	0
7062953	14847921	0
146579	14409851	1
18293811	2057786	0
5066508	2232617	0
13026685	831650	1
21898978	23338807	0
880670	19262311	0
12776677	17477951	0
16199085	2883828	1
1156882	5450104	1
6190167	19746603	1
9118411	13325917	1
20955453	19538929	0
3357695	20661433	0
7760801	3585152	1
22538273	420619	1
12706520	14249320	0
13075309	12469139	0
20180801	14702119	1
529986	7162385	0
21456509	7990229	0
14928023	2126181	1
10382288	531434	0
743716	9540845	0
413620	3672328	1
23564275	20870396	1
19180786	5985718	0
3962795	3259164	1
608747	8766831	1
19579830	13683865	0
17385831	16579945	1
20603864	8711848	0
22942858	23647361	0
4392337	14658498	0
15364153	12853333	0
23400223	7606314	1
19825038	3767763	0
21825462	13222049	0
5553144	1118153	0
2232618	18563163	1
1888878	8639730	0
14227643	9501298	0
23564275	11268952	1
13435154	13438576	0
14408302	7169018	1
11507466	4452454	0
14577922	20849254	0
638963	23066956	1
8250358	8121403	0
21322699	1045723	0
11070888	941896	1
20661433	19299263	1
6983973	19875183	0
7542014	151947	1
1126225	15896100	0
10228411	11145818	1
775447	14729262	1
7682331	12798072	0
6085964	8117216	1
18519248	19204595	0
11238287	19943671	0
21246898	19392395	0
12618322	3046108	0
23614264	12512647	1
1708100	7066835	1
566820	13741605	1
9219798	8258909	1
16954340	982287	1
8121415	14885369	1
18544887	6245929	0
17050025	1421558	1
17470307	22289763	0
